Subscription_Id,Customer_Id,Plan_Id,Start_Date,End_Date,Status,Subscription_Days
SUB_30887,CUST_2887,p_pro,2025-12-23,,Active,0
SUB_30889,CUST_2889,p_basic,2025-02-23,,Active,0
SUB_30890,CUST_2890,p_pro,2025-09-12,,Active,0
SUB_30891,CUST_2891,p_pro,2025-06-22,,Active,0
SUB_30892,CUST_2892,p_ent,2025-02-15,,Active,0
SUB_30893,CUST_2893,p_basic,2025-09-26,2026-05-06,Churned,222
SUB_30894,CUST_2894,p_pro,2025-04-17,,Active,0
SUB_30896,CUST_2896,p_pro,2025-01-16,2025-03-20,Cancelled,63
SUB_30897,CUST_2897,p_basic,2025-12-02,,Active,0
SUB_30898,CUST_2898,p_pro,2025-03-18,,Active,0
SUB_30900,CUST_2900,p_pro,2025-06-14,,Active,0
SUB_30901,CUST_2901,p_pro,2025-12-24,2026-03-01,Cancelled,67
SUB_30902,CUST_2902,p_pro,2025-08-09,2025-09-19,Cancelled,41
SUB_30904,CUST_2904,p_pro,2025-11-20,,Active,0
SUB_30905,CUST_2905,p_pro,2025-12-10,2026-04-24,Churned,135
SUB_30906,CUST_2906,p_pro,2025-08-29,,Active,0
SUB_30907,CUST_2907,p_pro,2025-06-02,,Active,0
SUB_30908,CUST_2908,p_ent,2025-07-16,2025-08-16,Churned,31
SUB_30909,CUST_2909,p_ent,2025-11-13,2026-01-18,Cancelled,66
SUB_30910,CUST_2910,p_basic,2025-09-19,,Active,0
SUB_30911,CUST_2911,p_pro,2025-06-12,,Active,0
SUB_30912,CUST_2912,p_pro,2025-05-23,2025-12-30,Cancelled,221
SUB_30914,CUST_2914,p_ent,2025-10-22,,Active,0
SUB_30915,CUST_2915,p_pro,2025-04-18,,Active,0
SUB_30916,CUST_2916,p_pro,2025-09-17,,Active,0
SUB_30917,CUST_2917,p_pro,2025-10-06,,Active,0
SUB_30918,CUST_2918,p_basic,2025-01-27,,Active,0
SUB_30919,CUST_2919,p_basic,2025-01-01,2025-07-05,Cancelled,185
SUB_30920,CUST_2920,p_ent,2025-01-18,,Active,0
SUB_30922,CUST_2922,p_pro,2025-06-30,,Active,0
SUB_30923,CUST_2923,p_ent,2025-01-05,,Active,0
SUB_30924,CUST_2924,p_pro,2025-01-17,,Active,0
SUB_30925,CUST_2925,p_pro,2025-02-10,,Active,0
SUB_30926,CUST_2926,p_pro,2025-01-24,,Active,0
SUB_30927,CUST_2927,p_pro,2025-11-04,,Active,0
SUB_30928,CUST_2928,p_pro,2025-12-11,2026-03-20,Churned,99
SUB_30929,CUST_2929,p_basic,2025-10-19,,Active,0
SUB_30930,CUST_2930,p_basic,2025-08-11,2026-03-25,Cancelled,226
SUB_30931,CUST_2931,p_basic,2025-09-22,,Active,0
SUB_30932,CUST_2932,p_ent,2025-12-23,,Active,0
SUB_30933,CUST_2933,p_ent,2025-03-16,,Active,0
SUB_30934,CUST_2934,p_pro,2025-01-24,2025-09-06,Cancelled,225
SUB_30935,CUST_2935,p_ent,2025-01-19,,Active,0
SUB_30936,CUST_2936,p_basic,2025-01-18,,Active,0
SUB_30937,CUST_2937,p_basic,2025-12-12,2026-03-24,Cancelled,102
SUB_30938,CUST_2938,p_ent,2025-08-06,2025-09-28,Cancelled,53
SUB_30939,CUST_2939,p_ent,2025-04-18,,Active,0
SUB_30941,CUST_2941,p_pro,2025-09-19,,Active,0
SUB_30942,CUST_2942,p_pro,2025-05-01,,Active,0
SUB_30943,CUST_2943,p_ent,2025-09-06,,Active,0
SUB_30944,CUST_2944,p_ent,2025-01-10,2025-09-04,Cancelled,237
SUB_30945,CUST_2945,p_pro,2025-01-29,,Active,0
SUB_30946,CUST_2946,p_ent,2025-06-25,2025-10-21,Cancelled,118
SUB_30947,CUST_2947,p_ent,2025-09-22,,Active,0
SUB_30948,CUST_2948,p_basic,2025-08-24,2025-11-06,Cancelled,74
SUB_30949,CUST_2949,p_ent,2025-09-02,,Active,0
SUB_30950,CUST_2950,p_ent,2025-09-23,,Active,0
SUB_30951,CUST_2951,p_basic,2025-11-06,2025-12-09,Churned,33
SUB_30952,CUST_2952,p_pro,2025-11-08,,Active,0
SUB_30953,CUST_2953,p_basic,2025-02-17,,Active,0
SUB_30954,CUST_2954,p_pro,2025-10-08,2026-05-29,Churned,233
SUB_30955,CUST_2955,p_pro,2025-05-08,,Active,0
SUB_30956,CUST_2956,p_basic,2025-06-26,,Active,0
SUB_30957,CUST_2957,p_basic,2025-02-20,2025-07-16,Churned,146
SUB_30958,CUST_2958,p_ent,2025-03-21,2025-11-03,Churned,227
SUB_30959,CUST_2959,p_basic,2025-08-02,,Active,0
SUB_30960,CUST_2960,p_pro,2025-03-19,,Active,0
SUB_30961,CUST_2961,p_pro,2025-08-09,,Active,0
SUB_30962,CUST_2962,p_basic,2025-12-08,2026-01-26,Cancelled,49
SUB_30963,CUST_2963,p_basic,2025-07-26,,Active,0
SUB_30964,CUST_2964,p_pro,2025-07-01,,Active,0
SUB_30965,CUST_2965,p_ent,2025-04-01,,Active,0
SUB_30966,CUST_2966,p_pro,2025-02-06,,Active,0
SUB_30968,CUST_2968,p_basic,2025-12-01,2026-03-27,Cancelled,116
SUB_30970,CUST_2970,p_basic,2025-07-05,2026-02-16,Cancelled,226
SUB_30971,CUST_2971,p_basic,2025-12-29,,Active,0
SUB_30972,CUST_2972,p_ent,2025-01-15,,Active,0
SUB_30973,CUST_2973,p_ent,2025-01-18,,Active,0
SUB_30975,CUST_2975,p_pro,2025-03-19,,Active,0
SUB_30976,CUST_2976,p_ent,2025-09-28,2026-05-23,Churned,237
SUB_30977,CUST_2977,p_ent,2025-12-06,,Active,0
SUB_30978,CUST_2978,p_pro,2025-07-21,,Active,0
SUB_30979,CUST_2979,p_ent,2025-07-09,2025-08-24,Cancelled,46
SUB_30980,CUST_2980,p_pro,2025-02-14,,Active,0
SUB_30981,CUST_2981,p_pro,2025-05-08,2025-09-13,Cancelled,128
SUB_30982,CUST_2982,p_pro,2025-05-18,,Active,0
SUB_30984,CUST_2984,p_pro,2025-08-14,,Active,0
SUB_30985,CUST_2985,p_pro,2025-01-07,2025-03-22,Cancelled,74
SUB_30986,CUST_2986,p_ent,2025-04-25,,Active,0
SUB_30987,CUST_2987,p_pro,2025-11-05,,Active,0
SUB_30989,CUST_2989,p_ent,2025-11-24,,Active,0
SUB_30990,CUST_2990,p_ent,2025-08-08,2026-01-31,Churned,176
SUB_30991,CUST_2991,p_pro,2025-05-28,,Active,0
SUB_30992,CUST_2992,p_ent,2025-06-25,,Active,0
SUB_30993,CUST_2993,p_basic,2025-08-24,,Active,0
SUB_30994,CUST_2994,p_basic,2025-08-11,,Active,0
SUB_30995,CUST_2995,p_ent,2025-01-06,,Active,0
SUB_30996,CUST_2996,p_pro,2025-01-06,2025-07-17,Cancelled,192
SUB_30997,CUST_2997,p_pro,2025-10-29,,Active,0
SUB_30998,CUST_2998,p_ent,2025-02-12,,Active,0
SUB_30999,CUST_2999,p_pro,2025-01-07,2025-08-18,Cancelled,223
SUB_31000,CUST_3000,p_basic,2025-07-26,,Active,0
SUB_31001,CUST_3001,p_pro,2025-10-05,,Active,0
SUB_31002,CUST_3002,p_basic,2025-04-16,,Active,0
SUB_31003,CUST_3003,p_pro,2025-12-07,2026-03-18,Cancelled,101
SUB_31004,CUST_3004,p_pro,2025-08-15,,Active,0
SUB_31005,CUST_3005,p_ent,2025-10-25,,Active,0
SUB_31006,CUST_3006,p_pro,2025-09-15,2025-12-01,Cancelled,77
SUB_31007,CUST_3007,p_pro,2025-09-05,,Active,0
SUB_31009,CUST_3009,p_ent,2025-05-09,,Active,0
SUB_31010,CUST_3010,p_ent,2025-09-04,,Active,0
SUB_31011,CUST_3011,p_ent,2025-07-15,,Active,0
SUB_31012,CUST_3012,p_ent,2025-11-19,,Active,0
SUB_31013,CUST_3013,p_pro,2025-07-14,,Active,0
SUB_31014,CUST_3014,p_basic,2025-12-29,,Active,0
SUB_31015,CUST_3015,p_basic,2025-08-17,,Active,0
SUB_31016,CUST_3016,p_pro,2025-11-27,,Active,0
SUB_31017,CUST_3017,p_pro,2025-05-04,2025-12-02,Cancelled,212
SUB_31019,CUST_3019,p_basic,2025-08-13,,Active,0
SUB_31021,CUST_3021,p_basic,2025-01-12,2025-05-31,Cancelled,139
SUB_31022,CUST_3022,p_ent,2025-03-01,,Active,0
SUB_31023,CUST_3023,p_ent,2025-09-18,,Active,0
SUB_31025,CUST_3025,p_basic,2025-09-26,,Active,0
SUB_31026,CUST_3026,p_ent,2025-10-20,2026-05-12,Churned,204
SUB_31027,CUST_3027,p_ent,2025-07-26,,Active,0
SUB_31028,CUST_3028,p_ent,2025-12-07,,Active,0
SUB_31029,CUST_3029,p_basic,2025-08-05,,Active,0
SUB_31030,CUST_3030,p_pro,2025-08-02,,Active,0
SUB_31031,CUST_3031,p_ent,2025-04-22,,Active,0
SUB_31032,CUST_3032,p_pro,2025-04-02,,Active,0
SUB_31033,CUST_3033,p_pro,2025-02-05,2025-03-16,Churned,39
SUB_31034,CUST_3034,p_basic,2025-02-16,2025-07-27,Churned,161
SUB_31035,CUST_3035,p_pro,2025-04-19,2025-07-14,Cancelled,86
SUB_31036,CUST_3036,p_basic,2025-01-05,,Active,0
SUB_31037,CUST_3037,p_pro,2025-11-23,,Active,0
SUB_31039,CUST_3039,p_ent,2025-10-06,,Active,0
SUB_31040,CUST_3040,p_ent,2025-06-14,2025-10-18,Cancelled,126
SUB_31041,CUST_3041,p_pro,2025-02-07,,Active,0
SUB_31042,CUST_3042,p_ent,2025-02-15,2025-07-31,Churned,166
SUB_31045,CUST_3045,p_pro,2025-06-16,,Active,0
SUB_31046,CUST_3046,p_basic,2025-06-18,,Active,0
SUB_31047,CUST_3047,p_ent,2025-01-24,2025-07-27,Churned,184
SUB_31049,CUST_3049,p_pro,2025-12-24,2026-02-07,Cancelled,45
SUB_31050,CUST_3050,p_ent,2025-05-29,,Active,0
SUB_31051,CUST_3051,p_pro,2025-01-19,2025-05-08,Cancelled,109
SUB_31052,CUST_3052,p_ent,2025-06-11,,Active,0
SUB_31053,CUST_3053,p_pro,2025-12-22,2026-05-02,Cancelled,131
SUB_31054,CUST_3054,p_ent,2025-01-25,2025-06-09,Cancelled,135
SUB_31055,CUST_3055,p_basic,2025-07-22,,Active,0
SUB_31056,CUST_3056,p_pro,2025-05-10,,Active,0
SUB_31057,CUST_3057,p_basic,2025-08-10,,Active,0
SUB_31058,CUST_3058,p_pro,2025-05-10,2025-07-12,Cancelled,63
SUB_31059,CUST_3059,p_pro,2025-01-25,,Active,0
SUB_31060,CUST_3060,p_basic,2025-09-19,,Active,0
SUB_31061,CUST_3061,p_pro,2025-08-03,,Active,0
SUB_31062,CUST_3062,p_ent,2025-10-13,,Active,0
SUB_31063,CUST_3063,p_ent,2025-09-26,,Active,0
SUB_31064,CUST_3064,p_ent,2025-02-03,,Active,0
SUB_31065,CUST_3065,p_pro,2025-11-25,,Active,0
SUB_31066,CUST_3066,p_ent,2025-09-12,,Active,0
SUB_31067,CUST_3067,p_pro,2025-10-04,,Active,0
SUB_31068,CUST_3068,p_ent,2025-12-28,,Active,0
SUB_31069,CUST_3069,p_pro,2025-07-02,,Active,0
SUB_31070,CUST_3070,p_ent,2025-08-11,,Active,0
SUB_31071,CUST_3071,p_basic,2025-11-27,,Active,0
SUB_31072,CUST_3072,p_ent,2025-12-31,,Active,0
SUB_31073,CUST_3073,p_pro,2025-02-25,2025-10-01,Churned,218
SUB_31074,CUST_3074,p_ent,2025-07-03,,Active,0
SUB_31075,CUST_3075,p_pro,2025-04-01,,Active,0
SUB_31076,CUST_3076,p_pro,2025-03-24,,Active,0
SUB_31077,CUST_3077,p_pro,2025-12-27,,Active,0
SUB_31078,CUST_3078,p_pro,2025-12-15,,Active,0
SUB_31079,CUST_3079,p_basic,2025-08-09,,Active,0
SUB_31080,CUST_3080,p_ent,2025-04-15,,Active,0
SUB_31081,CUST_3081,p_pro,2025-03-18,2025-10-30,Cancelled,226
SUB_31083,CUST_3083,p_ent,2025-10-08,,Active,0
SUB_31085,CUST_3085,p_ent,2025-03-23,2025-11-11,Churned,233
SUB_31086,CUST_3086,p_ent,2025-08-05,,Active,0
SUB_31087,CUST_3087,p_pro,2025-09-02,2026-03-13,Cancelled,192
SUB_31088,CUST_3088,p_ent,2025-11-07,,Active,0
SUB_31089,CUST_3089,p_pro,2025-06-28,,Active,0
SUB_31090,CUST_3090,p_pro,2025-06-22,2025-08-25,Cancelled,64
SUB_31091,CUST_3091,p_pro,2025-07-13,,Active,0
SUB_31092,CUST_3092,p_ent,2025-04-26,,Active,0
SUB_31093,CUST_3093,p_pro,2025-03-12,2025-10-03,Churned,205
SUB_31096,CUST_3096,p_pro,2025-09-23,,Active,0
SUB_31097,CUST_3097,p_pro,2025-07-20,,Active,0
SUB_31098,CUST_3098,p_ent,2025-12-02,,Active,0
SUB_31099,CUST_3099,p_basic,2025-10-30,,Active,0
SUB_31100,CUST_3100,p_ent,2025-03-17,,Active,0
SUB_31101,CUST_3101,p_pro,2025-06-06,,Active,0
SUB_31102,CUST_3102,p_pro,2025-08-04,,Active,0
SUB_31103,CUST_3103,p_pro,2025-12-14,2026-04-22,Churned,129
SUB_31104,CUST_3104,p_pro,2025-07-24,2025-09-25,Churned,63
SUB_31105,CUST_3105,p_ent,2025-08-11,,Active,0
SUB_31106,CUST_3106,p_pro,2025-08-19,,Active,0
SUB_31108,CUST_3108,p_ent,2025-06-18,2025-09-25,Cancelled,99
SUB_31109,CUST_3109,p_ent,2025-11-16,,Active,0
SUB_31110,CUST_3110,p_pro,2025-05-31,2025-12-05,Cancelled,188
SUB_31112,CUST_3112,p_ent,2025-04-04,2025-05-31,Cancelled,57
SUB_31113,CUST_3113,p_ent,2025-04-01,2025-08-17,Cancelled,138
SUB_31115,CUST_3115,p_pro,2025-01-23,,Active,0
SUB_31116,CUST_3116,p_pro,2025-03-12,,Active,0
SUB_31117,CUST_3117,p_pro,2025-04-08,,Active,0
SUB_31118,CUST_3118,p_pro,2025-06-28,,Active,0
SUB_31119,CUST_3119,p_ent,2025-12-20,2026-06-17,Cancelled,179
SUB_31120,CUST_3120,p_basic,2025-02-13,2025-04-20,Churned,66
SUB_31121,CUST_3121,p_ent,2025-06-26,,Active,0
SUB_31122,CUST_3122,p_ent,2025-02-15,,Active,0
SUB_31123,CUST_3123,p_basic,2025-12-20,,Active,0
SUB_31124,CUST_3124,p_pro,2025-06-13,,Active,0
SUB_31125,CUST_3125,p_pro,2025-06-19,,Active,0
SUB_31126,CUST_3126,p_pro,2025-06-16,,Active,0
SUB_31127,CUST_3127,p_ent,2025-05-06,,Active,0
SUB_31128,CUST_3128,p_ent,2025-09-11,2026-02-02,Cancelled,144
SUB_31129,CUST_3129,p_pro,2025-04-18,,Active,0
SUB_31130,CUST_3130,p_pro,2025-07-29,,Active,0
SUB_31131,CUST_3131,p_ent,2025-07-07,,Active,0
SUB_31132,CUST_3132,p_pro,2025-05-17,,Active,0
SUB_31133,CUST_3133,p_pro,2025-11-09,2026-02-05,Churned,88
SUB_31135,CUST_3135,p_ent,2025-09-27,,Active,0
SUB_31136,CUST_3136,p_ent,2025-06-12,,Active,0
SUB_31137,CUST_3137,p_basic,2025-06-01,,Active,0
SUB_31138,CUST_3138,p_ent,2025-11-30,,Active,0
SUB_31139,CUST_3139,p_pro,2025-06-23,,Active,0
SUB_31141,CUST_3141,p_ent,2025-01-11,,Active,0
SUB_31142,CUST_3142,p_basic,2025-01-11,,Active,0
SUB_31143,CUST_3143,p_ent,2025-01-28,2025-09-09,Cancelled,224
SUB_31144,CUST_3144,p_pro,2025-04-10,,Active,0
SUB_31146,CUST_3146,p_pro,2025-06-09,,Active,0
SUB_31147,CUST_3147,p_ent,2025-06-27,,Active,0
SUB_31148,CUST_3148,p_pro,2025-07-13,,Active,0
SUB_31149,CUST_3149,p_pro,2025-07-11,,Active,0
SUB_31150,CUST_3150,p_pro,2025-02-20,,Active,0
SUB_31151,CUST_3151,p_ent,2025-06-28,,Active,0
SUB_31152,CUST_3152,p_ent,2025-10-03,,Active,0
SUB_31153,CUST_3153,p_basic,2025-10-18,,Active,0
SUB_31154,CUST_3154,p_basic,2025-04-17,,Active,0
SUB_31155,CUST_3155,p_ent,2025-12-18,,Active,0
SUB_31156,CUST_3156,p_pro,2025-09-16,2026-01-09,Cancelled,115
SUB_31157,CUST_3157,p_ent,2025-05-21,2025-08-20,Cancelled,91
SUB_31158,CUST_3158,p_basic,2025-11-29,,Active,0
SUB_31159,CUST_3159,p_basic,2025-10-04,,Active,0
SUB_31160,CUST_3160,p_ent,2025-04-03,,Active,0
SUB_31161,CUST_3161,p_pro,2025-10-06,,Active,0
SUB_31162,CUST_3162,p_ent,2025-03-10,2025-09-16,Cancelled,190
SUB_31164,CUST_3164,p_pro,2025-12-19,,Active,0
SUB_31165,CUST_3165,p_basic,2025-07-21,,Active,0
SUB_31166,CUST_3166,p_pro,2025-02-13,,Active,0
SUB_31167,CUST_3167,p_basic,2025-06-25,,Active,0
SUB_31168,CUST_3168,p_ent,2025-08-20,,Active,0
SUB_31169,CUST_3169,p_pro,2025-02-24,,Active,0
SUB_31170,CUST_3170,p_pro,2025-10-09,,Active,0
SUB_31171,CUST_3171,p_pro,2025-07-09,,Active,0
SUB_31173,CUST_3173,p_pro,2025-10-03,2025-12-07,Churned,65
SUB_31174,CUST_3174,p_pro,2025-12-19,,Active,0
SUB_31175,CUST_3175,p_ent,2025-05-15,,Active,0
SUB_31176,CUST_3176,p_pro,2025-05-19,2025-06-22,Cancelled,34
SUB_31177,CUST_3177,p_pro,2025-07-22,,Active,0
SUB_31178,CUST_3178,p_pro,2025-02-24,,Active,0
SUB_31179,CUST_3179,p_ent,2025-04-01,2025-07-18,Churned,108
SUB_31181,CUST_3181,p_pro,2025-10-13,,Active,0
SUB_31182,CUST_3182,p_basic,2025-10-13,2026-02-27,Cancelled,137
SUB_31184,CUST_3184,p_basic,2025-09-29,2026-02-15,Cancelled,139
SUB_31185,CUST_3185,p_pro,2025-07-06,2025-10-30,Cancelled,116
SUB_31186,CUST_3186,p_ent,2025-05-01,,Active,0
SUB_31187,CUST_3187,p_ent,2025-03-12,,Active,0
SUB_31188,CUST_3188,p_ent,2025-06-03,,Active,0
SUB_31189,CUST_3189,p_ent,2025-09-23,,Active,0
SUB_31190,CUST_3190,p_pro,2025-05-20,,Active,0
SUB_31191,CUST_3191,p_pro,2025-08-18,,Active,0
SUB_31192,CUST_3192,p_basic,2025-10-23,,Active,0
SUB_31193,CUST_3193,p_pro,2025-11-09,,Active,0
SUB_31194,CUST_3194,p_pro,2025-02-20,2025-06-22,Churned,122
SUB_31195,CUST_3195,p_basic,2025-04-26,2025-10-28,Cancelled,185
SUB_31196,CUST_3196,p_basic,2025-08-27,,Active,0
SUB_31197,CUST_3197,p_pro,2025-12-10,2026-06-29,Cancelled,201
SUB_31198,CUST_3198,p_pro,2025-11-30,2026-04-25,Cancelled,146
SUB_31199,CUST_3199,p_pro,2025-11-06,,Active,0
SUB_31200,CUST_3200,p_basic,2025-10-11,,Active,0
SUB_31201,CUST_3201,p_basic,2025-10-16,,Active,0
SUB_31202,CUST_3202,p_pro,2025-08-06,,Active,0
SUB_31204,CUST_3204,p_basic,2025-09-09,2026-02-02,Cancelled,146
SUB_31205,CUST_3205,p_basic,2025-06-04,,Active,0
SUB_31206,CUST_3206,p_pro,2025-06-05,,Active,0
SUB_31207,CUST_3207,p_ent,2025-09-03,,Active,0
SUB_31208,CUST_3208,p_ent,2025-04-04,,Active,0
SUB_31209,CUST_3209,p_pro,2025-07-12,2025-11-14,Churned,125
SUB_31210,CUST_3210,p_pro,2025-01-07,,Active,0
SUB_31211,CUST_3211,p_pro,2025-04-29,,Active,0
SUB_31212,CUST_3212,p_basic,2025-02-18,,Active,0
SUB_31213,CUST_3213,p_pro,2025-09-06,,Active,0
SUB_31214,CUST_3214,p_pro,2025-12-01,,Active,0
SUB_31215,CUST_3215,p_ent,2025-06-07,,Active,0
SUB_31216,CUST_3216,p_ent,2025-10-22,2025-12-19,Cancelled,58
SUB_31217,CUST_3217,p_basic,2025-10-23,,Active,0
SUB_31218,CUST_3218,p_pro,2025-12-23,,Active,0
SUB_31219,CUST_3219,p_pro,2025-11-15,2026-05-06,Cancelled,172
SUB_31220,CUST_3220,p_pro,2025-11-23,,Active,0
SUB_31221,CUST_3221,p_ent,2025-11-28,,Active,0
SUB_31223,CUST_3223,p_basic,2025-03-11,,Active,0
SUB_31224,CUST_3224,p_ent,2025-09-21,,Active,0
SUB_31225,CUST_3225,p_pro,2025-05-12,2025-06-20,Churned,39
SUB_31226,CUST_3226,p_basic,2025-02-27,2025-06-11,Cancelled,104
SUB_31227,CUST_3227,p_basic,2025-08-06,,Active,0
SUB_31228,CUST_3228,p_pro,2025-06-25,2025-08-31,Cancelled,67
SUB_31229,CUST_3229,p_pro,2025-10-21,,Active,0
SUB_31230,CUST_3230,p_pro,2025-03-22,,Active,0
SUB_31231,CUST_3231,p_pro,2025-02-06,,Active,0
SUB_31232,CUST_3232,p_ent,2025-11-13,,Active,0
SUB_31233,CUST_3233,p_pro,2025-03-01,,Active,0
SUB_31234,CUST_3234,p_pro,2025-08-30,2025-12-03,Cancelled,95
SUB_31236,CUST_3236,p_pro,2025-09-18,,Active,0
SUB_31237,CUST_3237,p_ent,2025-12-21,,Active,0
SUB_31238,CUST_3238,p_pro,2025-12-09,,Active,0
SUB_31239,CUST_3239,p_pro,2025-12-06,,Active,0
SUB_31240,CUST_3240,p_pro,2025-03-09,,Active,0
SUB_31241,CUST_3241,p_ent,2025-02-07,2025-09-17,Cancelled,222
SUB_31242,CUST_3242,p_ent,2025-11-19,,Active,0
SUB_31244,CUST_3244,p_pro,2025-09-01,,Active,0
SUB_31245,CUST_3245,p_ent,2025-01-06,,Active,0
SUB_31246,CUST_3246,p_basic,2025-04-20,,Active,0
SUB_31247,CUST_3247,p_ent,2025-11-27,,Active,0
SUB_31248,CUST_3248,p_pro,2025-03-06,,Active,0
SUB_31249,CUST_3249,p_ent,2025-03-09,,Active,0
SUB_31250,CUST_3250,p_pro,2025-07-28,2026-01-03,Cancelled,159
SUB_31251,CUST_3251,p_basic,2025-10-28,2026-05-24,Churned,208
SUB_31252,CUST_3252,p_pro,2025-10-05,,Active,0
SUB_31253,CUST_3253,p_pro,2025-08-22,,Active,0
SUB_31254,CUST_3254,p_pro,2025-09-10,2026-02-16,Cancelled,159
SUB_31255,CUST_3255,p_pro,2025-06-05,2025-10-21,Cancelled,138
SUB_31256,CUST_3256,p_pro,2025-08-07,2025-10-23,Churned,77
SUB_31257,CUST_3257,p_basic,2025-08-05,,Active,0
SUB_31258,CUST_3258,p_pro,2025-09-15,,Active,0
SUB_31259,CUST_3259,p_pro,2025-02-05,2025-09-20,Cancelled,227
SUB_31260,CUST_3260,p_pro,2025-09-15,,Active,0
SUB_31261,CUST_3261,p_pro,2025-03-08,,Active,0
SUB_31263,CUST_3263,p_pro,2025-05-01,2025-06-27,Cancelled,57
SUB_31264,CUST_3264,p_basic,2025-01-28,,Active,0
SUB_31265,CUST_3265,p_pro,2025-07-19,,Active,0
SUB_31266,CUST_3266,p_pro,2025-04-26,,Active,0
SUB_31268,CUST_3268,p_pro,2025-08-25,,Active,0
SUB_31269,CUST_3269,p_basic,2025-03-08,,Active,0
SUB_31271,CUST_3271,p_pro,2025-03-07,,Active,0
SUB_31272,CUST_3272,p_basic,2025-08-07,2026-02-15,Churned,192
SUB_31274,CUST_3274,p_basic,2025-02-03,2025-05-13,Churned,99
SUB_31275,CUST_3275,p_ent,2025-12-25,,Active,0
SUB_31276,CUST_3276,p_pro,2025-04-27,2025-11-19,Churned,206
SUB_31277,CUST_3277,p_pro,2025-12-24,,Active,0
SUB_31278,CUST_3278,p_pro,2025-04-01,,Active,0
SUB_31279,CUST_3279,p_basic,2025-10-20,,Active,0
SUB_31280,CUST_3280,p_pro,2025-09-19,,Active,0
SUB_31281,CUST_3281,p_pro,2025-08-15,2026-02-28,Churned,197
SUB_31282,CUST_3282,p_ent,2025-04-11,,Active,0
SUB_31283,CUST_3283,p_ent,2025-11-16,2025-12-16,Cancelled,30
SUB_31284,CUST_3284,p_basic,2025-09-26,,Active,0
SUB_31285,CUST_3285,p_pro,2025-04-16,,Active,0
SUB_31286,CUST_3286,p_pro,2025-12-08,2026-07-09,Cancelled,213
SUB_31287,CUST_3287,p_pro,2025-08-31,,Active,0
SUB_31288,CUST_3288,p_pro,2025-07-30,2025-09-22,Cancelled,54
SUB_31289,CUST_3289,p_basic,2025-06-26,,Active,0
SUB_31290,CUST_3290,p_pro,2025-06-21,,Active,0
SUB_31291,CUST_3291,p_pro,2025-03-23,2025-05-11,Churned,49
SUB_31292,CUST_3292,p_pro,2025-09-03,,Active,0
SUB_31293,CUST_3293,p_basic,2025-10-28,,Active,0
SUB_31294,CUST_3294,p_basic,2025-09-15,,Active,0
SUB_31295,CUST_3295,p_pro,2025-07-18,,Active,0
SUB_31296,CUST_3296,p_basic,2025-11-29,,Active,0
SUB_31297,CUST_3297,p_basic,2025-01-30,2025-05-08,Cancelled,98
SUB_31298,CUST_3298,p_pro,2025-09-18,2026-05-15,Cancelled,239
SUB_31300,CUST_3300,p_ent,2025-07-26,,Active,0
SUB_31301,CUST_3301,p_pro,2025-09-29,,Active,0
SUB_31302,CUST_3302,p_ent,2025-02-20,,Active,0
SUB_31303,CUST_3303,p_ent,2025-09-05,2026-01-29,Cancelled,146
SUB_31304,CUST_3304,p_ent,2025-10-12,,Active,0
SUB_31305,CUST_3305,p_basic,2025-05-03,,Active,0
SUB_31306,CUST_3306,p_basic,2025-07-05,2025-12-08,Churned,156
SUB_31308,CUST_3308,p_pro,2025-03-20,,Active,0
SUB_31309,CUST_3309,p_pro,2025-04-12,,Active,0
SUB_31310,CUST_3310,p_pro,2025-05-12,2025-06-13,Cancelled,32
SUB_31312,CUST_3312,p_pro,2025-11-07,2026-01-24,Cancelled,78
SUB_31313,CUST_3313,p_basic,2025-07-15,,Active,0
SUB_31314,CUST_3314,p_pro,2025-01-31,,Active,0
SUB_31316,CUST_3316,p_pro,2025-08-09,,Active,0
SUB_31317,CUST_3317,p_ent,2025-12-27,,Active,0
SUB_31318,CUST_3318,p_pro,2025-11-03,,Active,0
SUB_31319,CUST_3319,p_pro,2025-02-02,,Active,0
SUB_31320,CUST_3320,p_pro,2025-12-28,2026-07-03,Churned,187
SUB_31321,CUST_3321,p_basic,2025-05-13,2025-10-15,Cancelled,155
SUB_31323,CUST_3323,p_basic,2025-04-17,,Active,0
SUB_31324,CUST_3324,p_pro,2025-02-19,,Active,0
SUB_31325,CUST_3325,p_basic,2025-01-15,,Active,0
SUB_31326,CUST_3326,p_basic,2025-06-14,,Active,0
SUB_31327,CUST_3327,p_pro,2025-11-16,,Active,0
SUB_31328,CUST_3328,p_pro,2025-03-22,,Active,0
SUB_31330,CUST_3330,p_ent,2025-05-08,,Active,0
SUB_31331,CUST_3331,p_pro,2025-06-02,,Active,0
SUB_31332,CUST_3332,p_ent,2025-08-24,,Active,0
SUB_31333,CUST_3333,p_basic,2025-12-04,,Active,0
SUB_31334,CUST_3334,p_pro,2025-12-20,,Active,0
SUB_31335,CUST_3335,p_pro,2025-10-22,,Active,0
SUB_31336,CUST_3336,p_basic,2025-10-09,2026-03-27,Cancelled,169
SUB_31337,CUST_3337,p_basic,2025-04-29,2025-11-15,Cancelled,200
SUB_31339,CUST_3339,p_pro,2025-03-21,,Active,0
SUB_31341,CUST_3341,p_pro,2025-10-18,,Active,0
SUB_31342,CUST_3342,p_pro,2025-11-23,2026-01-05,Cancelled,43
